n,time,AF3_theta,AF3_alpha,AF3_betaL,AF3_betaH,AF3_gamma,T7_theta,T7_alpha,T7_betaL,T7_betaH,T7_gamma,Pz_theta,Pz_alpha,Pz_betaL,Pz_betaH,Pz_gamma,T8_theta,T8_alpha,T8_betaL,T8_betaH,T8_gamma,AF4_theta,AF4_alpha,AF4_betaL,AF4_betaH,AF4_gamma
502,12689,586,82,40,20,12,5,3,0,0,1,25,15,5,3,4,609,97,41,20,13,643,90,41,20,12
503,12831,386,86,48,19,11,11,4,0,0,1,52,22,5,4,5,493,95,52,22,12,432,90,48,19,11
504,12942,386,86,48,19,11,11,4,0,0,1,52,22,5,4,5,493,95,52,22,12,432,90,48,19,11
505,13052,285,85,52,18,10,16,4,1,0,1,71,29,7,4,6,475,91,56,21,11,325,86,50,17,10
506,13163,215,87,59,16,9,22,5,1,1,1,91,36,10,5,7,503,87,63,19,9,252,83,55,15,9
507,13372,178,97,73,15,9,27,6,1,1,0,107,40,15,5,7,559,87,75,17,9,213,86,70,14,9
508,13479,163,114,95,16,9,29,6,2,1,0,113,40,18,5,7,613,92,91,16,9,194,96,92,14,9
509,13627,151,136,122,18,10,28,6,2,1,0,107,35,20,5,6,631,98,109,16,10,175,110,120,16,10
510,13808,137,158,147,21,12,24,6,2,1,0,90,28,19,5,6,609,105,124,17,12,152,126,146,19,12
511,13809,123,173,166,24,14,18,5,2,1,1,67,21,16,5,5,555,109,132,19,14,130,138,165,22,14
512,13924,125,163,170,25,19,8,3,2,0,1,35,14,8,4,4,427,102,123,20,18,120,136,165,23,19
513,14049,135,140,157,24,20,5,2,1,0,1,31,14,5,3,4,370,91,110,18,19,127,120,149,22,20
514,14169,135,140,157,24,20,5,2,1,0,1,31,14,5,3,4,370,91,110,18,19,127,120,149,22,20
515,14286,145,117,140,21,19,4,2,1,0,1,33,14,4,3,4,322,82,97,17,18,136,104,130,20,19
516,14523,151,98,121,19,17,4,1,1,0,1,37,15,4,4,4,282,77,85,16,17,140,90,111,18,18
517,14711,147,88,102,18,14,4,1,1,1,1,39,15,6,4,4,249,78,75,15,14,135,82,93,17,15
518,14711,120,84,65,14,10,3,1,1,1,1,34,16,10,5,4,179,85,53,13,10,106,79,58,14,10
519,14855,120,84,65,14,10,3,1,1,1,1,34,16,10,5,4,179,85,53,13,10,106,79,58,14,10
520,14984,106,82,48,13,9,3,1,1,1,0,31,17,11,5,4,146,84,42,12,9,90,77,43,13,9
521,15104,83,73,32,12,9,3,1,1,0,0,23,22,10,4,4,87,67,30,11,10,67,71,28,13,10
522,15227,83,73,32,12,9,3,1,1,0,0,23,22,10,4,4,87,67,30,11,10,67,71,28,13,10
523,15348,71,68,35,14,11,3,2,1,0,0,19,26,9,4,3,69,58,35,13,12,59,68,31,14,12
524,15477,60,64,46,16,13,3,2,1,0,0,16,33,7,3,3,66,53,46,15,14,52,67,42,16,15
525,15625,49,59,63,17,15,4,3,1,0,1,14,44,7,3,4,83,50,64,16,16,45,65,59,18,17
526,15821,38,55,84,17,17,4,3,1,0,1,15,58,7,3,4,117,51,85,16,18,38,62,80,18,19
527,15822,30,51,105,17,18,3,3,1,0,1,23,73,8,4,5,161,54,104,15,19,31,59,101,17,20
528,15970,25,49,121,15,18,3,3,1,1,1,41,87,10,5,6,202,59,118,14,19,28,57,118,15,20
529,16100,26,53,128,14,17,6,3,1,1,1,69,99,11,6,7,232,69,125,14,18,33,59,126,14,18
530,16236,33,61,127,14,16,14,5,2,1,1,102,107,11,7,7,249,84,123,14,16,45,66,126,13,17
531,16376,44,72,119,14,15,28,8,3,1,1,133,109,10,8,8,257,101,117,15,14,61,76,120,13,15
532,16521,55,80,108,14,14,46,12,5,1,1,153,106,9,8,8,255,117,109,17,13,76,84,110,14,14
533,16725,61,82,98,14,14,62,15,6,1,1,154,99,8,8,7,248,126,102,18,13,85,86,101,15,14
534,16727,64,79,89,15,15,75,18,7,2,1,136,89,6,7,7,243,126,96,19,14,89,82,94,16,15
535,16886,73,73,82,16,16,82,20,7,1,1,107,79,6,6,6,244,121,89,19,16,94,75,89,18,17
536,17032,99,71,75,18,17,86,21,6,1,1,76,69,5,6,6,255,114,80,19,17,112,71,84,20,18
537,17183,147,73,68,20,18,86,20,5,1,1,55,62,5,5,5,281,108,69,19,18,152,73,79,22,19
538,17184,297,101,58,22,17,78,18,4,1,1,54,57,5,5,5,356,111,51,19,17,299,114,74,25,18
539,17339,375,133,62,22,16,69,16,4,1,1,69,65,6,6,6,381,132,53,19,15,388,160,80,24,17
540,17505,429,179,71,20,15,56,13,3,1,1,86,84,6,8,7,384,169,63,18,14,457,222,90,21,15
541,17731,429,179,71,20,15,56,13,3,1,1,86,84,6,8,7,384,169,63,18,14,457,222,90,21,15
542,17732,411,279,89,14,13,25,7,1,1,1,111,156,8,11,10,312,262,87,14,12,454,341,108,14,13
543,17911,411,279,89,14,13,25,7,1,1,1,111,156,8,11,10,312,262,87,14,12,454,341,108,14,13
544,17913,261,304,80,8,12,7,3,0,1,1,104,206,9,11,11,188,289,82,9,12,282,348,94,8,12
545,18144,261,304,80,8,12,7,3,0,1,1,104,206,9,11,11,188,289,82,9,12,282,348,94,8,12
546,18316,180,271,68,7,11,5,3,0,1,0,88,196,9,10,10,135,258,70,7,11,185,299,78,7,11
547,18317,115,218,54,7,10,4,3,0,1,0,67,163,8,8,8,93,206,56,7,9,108,231,61,7,10
548,18476,47,108,41,9,7,3,2,0,1,0,27,73,5,4,4,53,100,40,8,7,36,106,44,9,7
549,18672,47,108,41,9,7,3,2,0,1,0,27,73,5,4,4,53,100,40,8,7,36,106,44,9,7
550,18898,36,74,46,10,6,3,2,0,1,0,19,41,3,3,3,50,70,42,10,6,27,71,49,11,7
551,18898,32,58,59,13,6,2,2,1,0,1,22,26,2,3,3,54,60,51,13,6,26,56,62,14,6
552,19073,32,56,76,17,6,2,1,1,0,1,35,25,2,3,3,67,64,64,17,7,27,57,80,18,7
553,19073,34,62,92,21,7,1,1,1,0,1,53,31,2,3,3,84,76,78,22,8,32,65,98,22,7
554,19244,41,73,103,25,8,1,1,1,0,1,72,39,3,3,3,117,91,87,25,9,42,78,110,26,8
555,19420,49,86,107,27,9,1,1,1,1,1,91,49,3,3,4,159,106,91,27,10,54,93,115,28,10
556,19421,62,95,107,28,11,3,1,1,1,1,105,57,3,3,4,205,117,91,27,12,71,104,113,28,11
557,19592,80,100,105,27,13,10,4,2,1,1,115,62,4,3,4,252,125,88,26,13,92,110,108,27,13
558,19862,106,100,106,25,15,39,11,4,2,1,119,65,4,3,4,286,129,86,24,15,121,111,105,25,15
559,19863,136,98,111,22,16,110,29,8,3,1,116,64,4,3,4,305,129,85,22,17,155,108,105,22,16
560,20025,170,96,119,20,17,229,62,16,5,0,105,62,5,3,4,297,126,86,20,19,191,105,109,20,17
561,20221,194,97,129,19,18,380,110,28,7,0,89,59,5,4,4,274,119,89,19,21,216,104,117,19,18
562,20221,204,99,141,17,18,529,167,46,10,1,70,59,5,4,4,233,109,94,19,22,224,104,126,18,19
563,20404,199,99,155,16,19,635,218,68,13,1,51,62,6,4,4,188,99,100,18,23,212,104,136,18,20
564,20408,191,98,172,17,19,669,249,89,17,1,39,68,7,4,5,145,89,106,17,25,192,102,148,18,21
565,20587,191,95,190,17,20,621,251,102,19,1,36,79,8,5,5,113,83,114,17,25,177,100,160,20,21
566,20870,205,95,203,19,19,511,221,104,19,1,41,94,9,5,5,102,82,119,17,25,176,101,169,21,21
567,20870,226,105,203,20,18,372,171,94,17,1,49,111,10,6,6,109,89,119,17,24,188,111,169,22,20
568,21056,243,130,187,20,16,240,114,73,14,1,57,127,10,6,6,127,109,111,18,21,203,136,155,22,18
569,21057,242,175,157,19,15,139,65,50,9,1,60,136,9,7,6,144,145,96,17,18,207,179,131,20,16
570,21241,231,229,120,18,13,73,31,28,5,1,61,136,8,7,6,201,194,77,17,15,204,233,102,18,14
571,21426,195,308,68,15,13,14,6,5,1,0,64,110,5,5,5,629,297,55,16,14,185,313,64,16,14
572,21427,195,308,68,15,13,14,6,5,1,0,64,110,5,5,5,629,297,55,16,14,185,313,64,16,14
573,21632,186,308,74,16,14,7,3,2,0,0,69,90,6,4,5,992,334,69,17,15,181,313,74,16,15
574,21907,189,279,109,18,17,5,3,2,0,0,80,70,8,3,4,1342,355,104,19,18,186,283,108,18,18
575,21907,204,232,165,21,21,5,2,2,0,0,95,55,11,3,4,1584,359,155,22,22,201,234,162,21,23
576,21908,219,182,229,25,26,6,2,1,0,1,110,46,14,3,4,1619,348,210,26,26,217,182,223,25,28
577,22098,233,143,287,30,31,6,2,1,1,1,122,40,17,3,4,1463,324,258,30,30,232,141,278,29,33
578,22293,236,120,326,34,35,6,2,1,1,1,124,37,19,4,5,1161,287,288,34,34,236,116,316,33,38
579,22294,191,97,326,40,36,5,2,1,1,1,101,32,19,5,4,508,188,288,38,35,188,93,323,39,39
580,22490,191,97,326,40,36,5,2,1,1,1,101,32,19,5,4,508,188,288,38,35,188,93,323,39,39
581,22776,145,83,295,40,33,4,2,1,1,1,76,29,17,5,4,293,139,264,37,32,141,80,297,39,36
582,22777,72,66,208,34,23,3,1,1,0,1,30,23,14,5,3,110,98,194,31,23,66,64,216,34,25
583,22986,72,66,208,34,23,3,1,1,0,1,30,23,14,5,3,110,98,194,31,23,66,64,216,34,25
584,22986,63,68,164,30,17,3,1,1,0,1,18,22,12,5,3,117,118,156,27,18,56,67,171,30,19
585,23188,71,80,122,25,13,2,1,1,0,1,13,23,12,4,4,201,171,126,24,15,62,77,128,26,15
586,23189,90,97,87,22,10,2,1,1,0,1,15,28,12,4,4,407,252,105,23,12,78,90,90,22,11
587,23391,112,116,58,19,8,2,2,1,0,1,20,36,14,4,5,763,347,98,24,10,96,104,61,20,9
588,23596,128,128,40,17,7,3,2,1,0,1,27,47,17,5,6,1241,435,100,25,8,108,113,41,18,7
589,23598,132,131,31,16,5,3,2,1,0,1,32,56,20,5,7,1755,491,104,26,7,110,113,31,16,6
590,23898,123,121,25,14,5,3,2,1,0,1,34,61,21,5,7,2142,499,102,26,6,101,106,25,15,5
591,23898,102,102,21,12,4,4,2,1,0,0,31,60,21,5,7,2302,455,90,23,5,84,92,20,12,4
592,24101,76,78,16,9,3,4,2,1,0,0,24,53,18,5,6,2151,373,70,19,4,63,75,16,10,3
593,24102,52,54,12,6,2,4,2,0,0,0,17,41,14,4,5,1763,276,48,14,3,45,57,12,7,3
594,24328,33,36,9,4,2,5,1,0,0,0,10,28,9,3,4,1238,185,29,9,3,32,43,10,4,2
595,24329,21,24,8,3,2,6,1,0,0,0,6,17,6,3,3,732,114,16,6,3,23,33,9,3,2
596,24550,16,18,7,2,2,6,1,0,0,0,4,10,3,3,3,358,66,10,4,3,18,26,10,2,2
597,24550,13,14,8,2,2,7,1,0,0,1,4,6,2,3,2,142,37,8,4,3,14,21,10,2,2
598,24864,13,9,7,2,2,6,1,0,0,1,4,6,1,3,3,17,11,6,3,2,9,12,9,2,2
599,24865,13,9,7,2,2,6,1,0,0,1,4,6,1,3,3,17,11,6,3,2,9,12,9,2,2
600,25089,16,6,6,2,2,5,1,0,0,0,4,7,1,3,3,11,7,6,3,2,11,9,7,2,2
601,25090,32,3,5,2,2,4,1,1,0,0,7,13,1,3,3,16,5,6,4,2,24,4,5,2,2
602,25308,43,2,5,2,2,4,2,1,1,0,9,17,1,3,3,22,5,6,4,2,33,4,6,3,2
603,25309,51,2,5,2,2,5,2,1,1,0,11,20,1,3,3,26,5,6,4,3,39,4,6,3,2
604,25528,54,2,5,2,2,6,3,1,1,0,11,21,1,3,3,28,5,6,5,3,41,4,6,3,2
605,25868,54,2,5,2,2,6,3,1,1,0,11,21,1,3,3,28,5,6,5,3,41,4,6,3,2
606,25869,51,2,4,2,2,8,3,2,1,0,10,19,1,3,3,26,5,5,4,3,39,5,5,3,2
607,25869,44,3,4,2,2,10,2,2,1,0,8,16,2,3,3,25,4,4,4,3,34,5,5,2,1
608,26120,37,4,3,2,2,11,2,3,1,0,8,14,2,3,3,29,4,4,4,2,33,6,5,2,1
609,26120,35,7,4,2,2,12,2,3,1,0,10,18,3,3,3,41,8,4,4,2,37,10,6,2,1
610,26359,41,12,5,2,2,11,1,3,1,0,16,31,5,2,3,60,16,5,4,2,48,17,8,2,2
611,26360,54,21,7,3,2,9,1,2,1,0,31,56,8,3,4,79,26,7,4,2,64,27,11,3,2
612,26621,74,32,9,3,2,7,1,2,1,0,59,89,12,4,6,94,39,9,4,2,82,40,13,3,2
613,26622,96,42,10,3,3,6,2,1,1,0,103,125,15,5,9,98,48,11,4,2,100,52,15,3,3
614,26992,114,49,12,3,2,4,2,1,1,0,157,153,19,8,13,94,53,12,4,2,112,60,17,3,2
615,26993,124,52,13,3,2,3,2,1,1,0,208,166,21,11,17,83,52,13,4,2,116,63,18,3,2
616,26993,123,49,13,3,2,3,2,0,1,0,239,158,22,13,19,71,46,12,3,2,112,60,17,3,2
617,27310,110,43,12,2,2,3,2,0,1,0,241,132,21,14,19,59,37,11,3,2,101,52,16,3,2
618,27311,90,33,10,2,1,2,2,1,1,0,212,97,18,14,17,49,27,10,3,2,83,41,14,3,2
619,27311,66,24,8,2,1,2,2,1,1,0,162,61,14,12,13,39,19,8,2,2,62,29,11,2,2
620,27588,44,16,6,2,1,2,2,1,1,0,104,33,10,11,9,30,13,6,2,2,42,19,7,2,2
621,27590,28,10,4,2,1,3,2,1,1,0,56,15,7,10,6,21,9,4,2,2,26,12,5,2,2
622,27954,21,8,3,2,2,3,2,1,1,0,25,6,4,9,5,15,7,3,2,2,16,8,3,2,2
623,27955,20,9,2,2,2,3,2,1,1,0,11,3,3,9,4,11,6,3,2,2,11,7,1,2,2
624,27955,23,11,3,3,2,2,2,1,1,0,7,3,2,9,5,11,7,3,3,2,10,9,1,2,2
625,28265,28,13,3,3,2,2,2,1,1,0,7,3,2,9,5,13,8,3,3,2,13,11,1,3,2
626,28265,34,15,3,3,2,2,1,1,0,0,9,4,1,9,6,14,9,4,3,2,16,12,1,3,2
627,28689,39,16,3,3,2,3,1,0,0,0,10,5,1,9,6,17,10,4,3,1,20,13,1,3,2
628,28690,41,15,3,3,2,3,1,0,0,0,11,7,1,9,6,17,10,4,3,1,22,13,1,3,1
629,28693,40,14,2,3,2,4,1,0,1,0,11,9,1,9,6,19,9,5,3,1,23,12,1,3,1
630,29084,37,13,3,3,2,5,1,0,1,0,11,12,1,9,6,19,8,5,3,2,23,11,2,3,2
631,29085,34,12,5,5,3,7,2,0,1,0,11,15,2,11,6,20,8,6,2,2,25,10,2,4,2
632,29085,36,13,9,8,4,10,2,0,1,0,11,19,2,13,6,26,9,6,2,3,38,10,4,5,4
633,29086,45,16,16,13,5,15,3,1,1,0,11,23,4,16,8,37,11,6,2,3,64,10,5,8,6
634,29843,74,28,28,23,7,27,5,1,1,0,15,29,10,21,12,72,18,6,2,4,143,12,10,13,10
635,29845,74,28,28,23,7,27,5,1,1,0,15,29,10,21,12,72,18,6,2,4,143,12,10,13,10
636,29847,85,35,30,24,7,31,6,1,1,0,18,31,14,22,14,89,21,6,2,4,171,14,12,13,11
637,29848,87,38,30,23,7,31,6,1,1,0,21,30,17,22,15,98,21,6,2,4,177,15,13,13,11
638,30493,78,38,27,18,5,29,6,1,1,0,23,28,19,21,15,96,20,7,2,3,159,15,14,10,9
639,30494,62,35,22,13,4,24,5,1,1,0,22,24,19,20,14,83,18,7,1,2,123,15,13,8,6
640,30495,44,29,16,8,3,19,5,1,1,0,19,19,16,19,11,66,16,7,1,2,82,15,12,5,4
641,30497,19,17,9,3,1,11,5,1,1,0,12,12,8,16,6,30,13,6,2,1,23,13,8,2,1
642,30498,19,17,9,3,1,11,5,1,1,0,12,12,8,16,6,30,13,6,2,1,23,13,8,2,1
643,30498,14,14,7,3,1,9,5,1,1,0,10,10,5,15,4,24,12,5,2,1,12,12,6,2,1
644,30499,12,13,6,3,1,8,5,1,1,0,9,10,4,13,4,27,11,5,2,1,8,10,5,3,1
645,31157,12,12,6,4,1,7,5,1,1,0,9,10,3,12,4,36,11,4,3,1,7,8,5,3,1
646,31158,12,12,5,4,1,8,4,1,0,0,9,11,2,12,4,47,10,4,3,1,7,8,4,3,1
647,31709,12,13,5,4,1,9,4,2,0,0,9,11,2,11,5,56,11,4,2,1,8,8,4,3,1
648,31711,11,14,4,3,1,9,4,2,1,1,9,11,2,12,5,59,11,4,2,1,8,9,3,3,1
649,31711,11,15,4,3,1,9,3,2,1,1,9,10,2,12,6,55,13,5,2,1,9,11,3,2,1
650,31712,12,15,4,2,1,7,2,3,0,1,11,7,4,12,7,35,14,7,2,1,11,13,4,2,1
651,31713,12,15,4,2,1,7,2,3,0,1,11,7,4,12,7,35,14,7,2,1,11,13,4,2,1
652,31717,15,13,4,2,1,6,2,2,0,1,12,6,4,12,8,28,13,8,3,1,13,12,5,2,1
653,31717,18,12,4,3,1,6,1,2,0,1,13,4,4,12,8,34,12,8,3,1,15,11,5,2,1
654,32374,21,10,4,3,1,6,1,2,0,1,12,3,4,12,8,62,11,8,3,1,18,9,5,3,1
655,32376,25,8,4,3,1,7,1,2,1,1,11,3,4,12,8,121,11,6,3,1,20,7,5,3,1
656,33208,27,7,4,3,1,7,1,2,1,1,8,3,3,11,8,204,11,5,3,1,21,5,4,3,1
657,33208,28,7,5,3,2,8,1,2,1,0,6,4,2,11,9,295,13,3,3,1,22,5,4,3,1
658,33954,27,7,5,3,2,10,2,3,1,0,5,5,2,11,10,372,14,2,3,1,21,5,3,3,1
659,33955,25,7,5,3,2,13,2,4,1,0,4,6,2,13,11,407,13,2,3,1,19,4,3,3,2
660,33956,22,7,5,3,2,16,3,5,1,0,5,7,2,16,13,389,12,1,3,1,17,4,3,3,2
661,33957,15,5,5,2,2,18,3,5,1,0,5,8,3,23,16,241,7,1,2,2,11,3,3,2,2
662,33958,15,5,5,2,2,18,3,5,1,0,5,8,3,23,16,241,7,1,2,2,11,3,3,2,2
663,34625,12,4,4,2,2,17,3,4,1,0,6,9,3,24,15,152,5,2,2,2,10,3,2,2,2
664,34632,11,3,4,1,2,14,3,3,1,0,8,9,2,25,14,81,4,2,1,2,9,3,2,2,2
665,34633,10,3,3,1,1,10,3,2,1,0,11,9,3,23,12,43,4,3,1,2,8,3,2,1,2
666,34636,10,2,2,1,1,7,3,1,1,0,13,9,3,21,9,38,5,3,1,2,8,3,2,1,1
667,34637,10,2,2,1,1,6,3,1,0,0,15,8,3,19,7,52,5,3,1,2,8,2,2,1,1
668,34642,11,3,2,1,1,6,3,1,0,0,15,7,4,17,6,82,6,3,1,2,8,3,2,2,1
669,34651,15,4,2,1,1,6,3,1,0,0,15,6,6,16,5,118,6,3,1,1,9,4,2,2,1
670,34651,37,10,2,2,1,8,3,1,0,0,13,5,8,15,5,166,8,2,1,1,17,6,1,2,1
671,34652,37,10,2,2,1,8,3,1,0,0,13,5,8,15,5,166,8,2,1,1,17,6,1,2,1
672,34656,53,13,2,2,0,8,3,1,0,0,12,5,8,15,5,161,8,2,1,1,22,8,1,1,1
673,34660,65,15,2,1,0,7,3,1,1,1,11,5,8,15,5,138,7,1,1,1,27,9,2,1,0
674,34661,70,15,3,1,1,7,3,1,1,1,10,5,7,15,5,102,6,1,1,1,29,9,2,1,0
675,34666,66,14,3,1,1,7,4,1,1,1,9,6,6,15,5,66,5,1,1,1,27,8,3,1,1
676,34673,54,11,3,1,1,7,4,2,1,1,8,5,5,16,5,38,4,1,1,1,22,7,3,1,1
677,34675,38,8,3,1,1,8,5,2,1,1,7,5,4,16,4,21,3,1,1,1,16,6,3,1,1
678,35212,25,5,3,1,1,9,4,2,1,1,6,5,3,17,4,12,3,2,1,1,12,4,3,1,1
679,35214,17,4,3,1,1,9,4,2,1,1,7,5,3,17,4,10,3,3,1,1,11,4,3,1,1
680,35214,14,4,3,1,1,9,3,2,1,1,7,5,3,17,4,13,4,4,1,1,13,4,3,1,1
681,35215,16,4,4,1,1,9,2,1,1,1,8,5,3,16,5,22,5,4,1,1,15,4,3,1,1
682,35216,18,6,5,1,1,9,2,1,1,1,8,5,2,14,5,40,7,4,1,1,18,4,3,2,1
683,35733,20,7,5,2,1,9,2,1,0,0,8,6,2,13,5,62,9,4,1,1,19,5,4,2,1
684,35734,21,9,6,2,1,8,2,1,0,0,8,6,3,12,5,88,10,3,1,1,19,5,4,2,1
685,35735,20,9,6,2,1,7,2,1,0,0,11,7,5,14,5,107,11,3,1,1,17,5,4,2,1
686,35737,18,8,6,2,1,7,2,1,0,0,17,9,11,19,6,115,11,3,1,1,15,4,4,2,1
687,36290,14,7,5,2,1,6,1,1,0,0,29,13,19,26,7,108,10,2,1,1,13,3,4,3,1
688,36290,10,5,4,2,1,5,1,1,0,0,43,18,29,34,8,90,8,2,1,1,10,3,3,3,1
689,36290,7,4,3,2,1,5,1,1,0,0,58,22,39,40,10,64,6,2,1,1,8,2,2,2,1
690,36291,5,2,2,2,1,4,1,1,0,0,69,27,45,43,11,41,4,2,1,1,6,2,2,2,1
691,36292,3,1,1,2,1,4,1,1,0,0,73,29,47,42,12,44,4,3,1,1,4,1,2,2,1
692,36704,2,1,1,1,1,4,1,1,0,0,68,30,45,37,13,90,7,3,1,1,2,1,2,2,1
693,36706,2,1,1,1,1,4,1,0,0,0,58,29,39,31,13,176,11,3,1,1,2,1,2,2,1
694,37121,2,1,1,1,1,4,1,1,0,0,44,26,31,26,12,285,16,3,1,1,2,1,2,1,1
695,37121,3,2,1,1,1,4,1,1,0,0,31,22,23,21,10,381,19,4,1,1,3,2,3,1,1
696,37122,3,2,1,1,1,4,1,1,0,0,20,17,16,17,9,439,19,4,1,1,3,2,3,1,1
697,37123,3,1,2,1,1,4,2,1,1,0,14,12,11,15,8,444,18,4,1,1,4,2,3,1,1
698,37477,3,1,2,1,1,4,2,1,1,0,10,8,8,14,7,386,14,4,1,1,4,2,3,1,1
699,37478,3,1,2,1,1,3,2,1,1,0,8,7,7,15,7,298,10,4,1,1,4,2,3,1,1
700,37479,3,1,3,1,1,3,3,1,1,0,8,7,7,18,8,195,6,4,1,1,3,2,3,1,1
701,37936,2,1,3,1,1,3,3,1,1,0,10,8,10,23,10,110,4,4,1,1,3,2,3,1,1
702,37937,2,1,3,1,1,4,3,1,1,0,15,11,16,27,12,56,3,4,1,1,2,2,3,1,1
703,37938,2,2,3,1,1,4,3,1,1,1,24,13,24,31,14,30,3,3,1,1,2,2,3,1,1
704,37938,2,3,2,1,1,5,3,1,1,1,36,15,34,31,16,22,4,3,1,1,2,3,2,1,1
705,38300,2,3,2,1,1,5,2,1,1,1,52,15,43,30,17,21,5,3,2,1,3,4,2,1,1
706,38301,2,4,2,1,1,5,2,1,1,1,67,16,50,28,17,45,9,3,2,1,4,5,1,1,1
707,38301,3,4,2,1,1,6,2,1,1,1,79,15,52,26,17,111,16,5,3,1,5,5,1,1,1
708,38718,4,5,1,1,1,6,1,1,1,0,85,14,49,26,17,230,26,7,3,1,6,5,1,1,1
709,38718,6,6,2,1,1,7,1,1,1,0,83,13,42,29,17,380,36,9,4,1,7,5,1,1,1
710,38720,8,7,2,1,1,7,1,1,1,0,75,11,34,32,17,529,45,11,5,1,7,6,1,2,1
711,39229,9,9,3,2,1,7,1,1,0,0,63,10,25,35,16,627,49,12,5,1,7,7,2,2,1
712,39230,10,10,4,2,1,7,1,1,0,0,50,9,18,36,15,642,46,12,5,2,8,8,3,2,1
713,39231,12,11,4,2,1,6,2,0,0,0,37,8,12,35,14,594,39,11,5,2,11,9,3,2,1
714,39232,14,11,4,2,1,5,2,0,0,0,27,7,8,33,13,534,31,9,4,2,15,10,4,2,1
715,39946,16,10,4,2,1,4,2,0,0,0,18,6,5,31,12,508,29,9,3,1,19,9,4,2,1
716,39948,17,8,4,2,1,4,2,0,0,0,12,5,3,30,10,528,38,11,3,1,21,8,4,2,1
717,39948,18,7,5,2,1,5,2,0,0,0,9,4,2,29,9,592,56,14,3,1,22,7,5,2,1
718,39949,18,7,7,3,1,5,2,0,0,0,7,3,2,29,8,662,77,19,3,1,21,6,7,3,1
719,39950,18,8,10,4,2,5,2,0,0,0,6,3,3,29,8,695,94,24,5,2,20,7,10,4,2
720,39950,20,11,15,6,3,5,2,1,1,0,5,3,4,29,8,665,99,31,7,3,21,10,15,6,3
721,40445,25,14,19,10,4,5,2,1,1,1,4,4,5,28,8,567,92,37,11,4,24,13,20,9,4
722,40446,31,17,23,13,4,5,2,1,0,1,3,6,5,26,9,414,76,42,14,5,30,16,25,12,4
723,40448,37,18,24,15,5,5,2,1,0,1,3,8,6,25,10,263,56,43,16,5,35,18,28,14,5
724,40448,41,18,23,16,5,5,2,1,0,0,3,10,6,24,10,153,38,42,16,5,39,18,28,14,5
725,40989,40,17,20,14,4,5,2,1,0,0,4,12,5,23,11,102,27,37,15,5,39,17,24,13,4
726,40990,35,14,15,11,3,6,2,1,0,0,5,13,4,24,11,112,23,31,12,4,35,14,19,10,3
727,40991,28,11,10,8,2,6,1,1,0,0,5,13,3,24,11,184,25,24,9,4,29,11,13,7,3
728,40991,20,9,7,5,1,6,1,1,0,0,5,12,2,25,11,289,29,18,7,3,22,9,9,5,2
729,41390,13,8,4,3,1,6,2,1,0,0,5,9,2,25,11,378,32,13,5,3,16,7,6,3,2
730,41391,10,7,3,2,1,7,2,1,0,0,4,8,2,26,11,422,33,10,4,2,13,7,4,2,2
731,41391,9,7,3,2,1,7,2,1,0,0,4,7,3,26,10,420,31,7,4,2,11,6,4,2,2
732,41417,12,7,4,1,1,7,2,1,0,0,4,7,4,27,10,375,26,5,3,3,11,6,4,1,2
733,41887,17,7,4,1,1,7,2,1,0,0,4,7,4,27,10,311,20,5,3,3,12,6,4,1,2
734,41887,24,8,5,1,1,6,3,1,0,0,4,7,5,27,11,255,16,5,2,2,15,7,5,1,2
735,41887,30,8,5,2,1,6,3,1,0,0,5,7,4,27,12,265,22,9,3,2,18,7,6,2,1
736,42244,33,9,6,2,1,7,3,1,0,0,5,7,4,27,12,390,42,16,4,2,20,8,7,2,1
737,42244,32,9,6,2,1,8,3,1,0,0,5,7,3,27,13,629,77,27,6,2,20,8,7,2,1
738,42245,27,9,6,2,1,8,3,1,0,0,6,6,3,27,14,923,120,40,8,2,18,8,7,2,1
739,42688,20,8,5,2,1,9,2,1,0,0,5,6,2,28,14,1174,157,50,10,2,14,7,6,2,1
740,42689,13,7,5,2,1,8,2,1,0,0,5,5,2,28,13,1299,176,55,11,2,11,7,5,2,1
741,42689,8,7,4,2,1,7,1,1,0,0,4,5,2,28,12,1245,170,52,11,2,8,7,4,2,1
742,42691,6,6,3,2,1,5,1,1,0,0,4,4,2,28,12,1040,142,43,9,2,7,7,3,2,1
743,43209,6,6,2,2,1,4,1,1,0,0,4,4,2,28,11,745,100,30,7,1,6,6,2,2,1
744,43210,7,6,2,1,1,4,1,1,1,0,4,3,1,28,10,454,59,17,5,1,6,6,2,2,1
745,43211,7,6,2,1,1,3,1,1,1,0,4,3,1,28,10,230,28,8,3,1,6,5,1,2,1
746,43212,7,5,2,1,1,3,1,1,1,0,4,3,1,28,10,103,10,3,2,1,5,4,1,1,1
747,43908,8,4,3,1,1,4,2,1,1,0,4,3,1,29,11,50,4,2,2,1,5,3,2,1,1
748,43908,11,4,4,1,1,5,2,1,1,0,4,3,1,30,11,41,3,2,2,1,7,3,2,1,1
749,43909,17,5,5,2,1,7,2,1,0,1,4,2,2,31,11,45,4,3,2,2,12,4,3,1,1
750,43909,29,6,7,2,1,11,2,1,0,1,4,2,3,32,11,68,7,3,2,2,21,6,3,2,1
751,43910,43,8,7,2,2,16,2,1,0,1,5,2,3,32,12,138,13,4,3,2,34,8,4,2,1
